Timestamp: 2025-03-14 16:44:59
Output1 Output2 Output3
9.144226219209806716e-01 3.329570388626772182e-02 5.228167419275201594e-02
9.369234180968728509e-01 1.079490771037558070e-02 5.228167419275202982e-02
9.369234180968724068e-01 1.565581413621059195e-02 4.742076776691701162e-02
9.654100924730903976e-01 1.565581413621058501e-02 1.893409339069892366e-02
9.708282118209626832e-01 1.023769478833832722e-02 1.893409339069892366e-02
9.708282118209629052e-01 1.203581219296605796e-02 1.713597598607119118e-02
9.781784755968825351e-01 1.203581219296607011e-02 9.785712210151528354e-03
9.659083462831684619e-01 2.430594150668036885e-02 9.785712210151528354e-03
9.659083462831684619e-01 2.191852210004481896e-02 1.217313161678709212e-02
9.515752932336442038e-01 2.191852210004481896e-02 2.650618466631136927e-02
9.226058832786432351e-01 5.088793205504568706e-02 2.650618466631136927e-02
9.226058832786432351e-01 4.357199115903225006e-02 3.382212556232483402e-02
8.879961344395229661e-01 4.357199115903222925e-02 6.843187440144465894e-02
8.447994287489177800e-01 8.676869684963758877e-02 6.843187440144465894e-02
8.447994287489176690e-01 7.426151230262693914e-02 8.093905894845521143e-02
7.931573529715703064e-01 7.426151230262700853e-02 1.325811347258030182e-01
7.394444003349809336e-01 1.279744649392162426e-01 1.325811347258030182e-01
7.394444003349807115e-01 1.105475790976700040e-01 1.500080205673492983e-01
6.755690903016009496e-01 1.105475790976700040e-01 2.138833306007293933e-01
6.159375459113796136e-01 1.701791234878908265e-01 2.138833306007292823e-01
6.159375459113799467e-01 1.486382900806940688e-01 2.354241640079261233e-01
5.457573130039592435e-01 1.486382900806940688e-01 3.056043969153467432e-01
4.852639320543640777e-01 2.091316710302894288e-01 3.056043969153468542e-01
4.852639320543639112e-01 1.847605980437301010e-01 3.299754699019061821e-01
4.153061738265134695e-01 1.847605980437301010e-01 3.999332281297564573e-01
3.590040676761978022e-01 2.410627041940458515e-01 3.999332281297563463e-01
3.590040676761979688e-01 2.155142375120543130e-01 4.254816948117478570e-01
2.958080734605603723e-01 2.155142375120543408e-01 4.886776890273855645e-01
2.482911830981390788e-01 2.630311278744755232e-01 4.886776890273855645e-01
2.482911830981391899e-01 2.381751104211067283e-01 5.135337064807544705e-01
1.978168735148870261e-01 2.381751104211067283e-01 5.640080160640065232e-01
1.628128537523985953e-01 2.731791301835950758e-01 5.640080160640063012e-01
1.628128537523986785e-01 2.509209770194956168e-01 5.862661692281060377e-01
1.298990822106610987e-01 2.509209770194955058e-01 6.191799407698432844e-01
1.099467921693950689e-01 2.708732670607615356e-01 6.191799407698436175e-01
1.099467921693950412e-01 2.529608041491381298e-01 6.370924036814670233e-01
9.786859020581395452e-02 2.529608041491382409e-01 6.491706056450483597e-01
9.410815921663655270e-02 2.567212351383156843e-01 6.491706056450481377e-01
9.410815921663648331e-02 2.445591645067203557e-01 6.613326762766436051e-01
1.042735471001422082e-01 2.445591645067203002e-01 6.511672883931376443e-01
1.163663270072073236e-01 2.324663845996551848e-01 6.511672883931376443e-01
1.163663270072073236e-01 2.269576303547286011e-01 6.566760426380641169e-01
1.481808146078466004e-01 2.269576303547286567e-01 6.248615550374252425e-01
1.743644485090957430e-01 2.007739964534793475e-01 6.248615550374246874e-01
1.743644485090957985e-01 2.022051131632205956e-01 6.234304383276838557e-01
2.252762415316486022e-01 2.022051131632205956e-01 5.725186453051310798e-01
2.625477005778177886e-01 1.649336541170513537e-01 5.725186453051309687e-01
2.625477005778177886e-01 1.729175979628519988e-01 5.645347014593303792e-01
3.282702696849937318e-01 1.729175979628520265e-01 4.988121323521542694e-01
3.726781705789528054e-01 1.285096970688929530e-01 4.988121323521542694e-01
3.726781705789526944e-01 1.419939138188163474e-01 4.853279156022309304e-01
4.475707208643299184e-01 1.419939138188163474e-01 4.104353653168540395e-01
4.945885808984651355e-01 9.497605378468121362e-02 4.104353653168539284e-01
4.945885808984649690e-01 1.123175250110744205e-01 3.930938940904606937e-01
5.721605459659754311e-01 1.123175250110744205e-01 3.155219290229505091e-01
6.171057157079202771e-01 6.737235526912953298e-02 3.155219290229505091e-01
6.171057157079199440e-01 8.647457369412800410e-02 2.964197105979519686e-01
6.906000134790739597e-01 8.647457369412797634e-02 2.229254128267980917e-01
7.290594415087371383e-01 4.801514566446495741e-02 2.229254128267982027e-01
7.290594415087369162e-01 6.651562135063010528e-02 2.044249371406329230e-01
7.920619158190155273e-01 6.651562135063013304e-02 1.414224628303540898e-01
8.202859224790738368e-01 3.829161469057225375e-02 1.414224628303541731e-01
8.202859224790738368e-01 5.378309146235330657e-02 1.259309860585730856e-01
8.673058356797904711e-01 5.378309146235330657e-02 7.891107285785613212e-02
8.825346451701682193e-01 3.855428197197580120e-02 7.891107285785615988e-02
8.825346451701682193e-01 4.881893492571927340e-02 6.864641990411265993e-02
9.095035312399151195e-01 4.881893492571928034e-02 4.167753383436570425e-02
9.101980496751334027e-01 4.812441649050126780e-02 4.167753383436570425e-02
9.101980496751334027e-01 5.135833702430237652e-02 3.844361330056462328e-02
9.148414783414456908e-01 5.135833702430236264e-02 3.380018463425231434e-02
9.007990404580892285e-01 6.540077490765863755e-02 3.380018463425231434e-02
9.007990404580892285e-01 6.040627720382591576e-02 3.879468233808502226e-02
8.828472362052359745e-01 6.040627720382594351e-02 5.674648659093842196e-02
8.551938868274472361e-01 8.805962658161471668e-02 5.674648659093839420e-02
8.551938868274472361e-01 7.438536559668015857e-02 7.042074757587292455e-02
8.164116677072904560e-01 7.438536559668015857e-02 1.092029666960291912e-01
7.774739734174975769e-01 1.133230598864728295e-01 1.092029666960292189e-01
7.774739734174981320e-01 9.133645283286337402e-02 1.311895737496387715e-01
7.215068106473291332e-01 9.133645283286333239e-02 1.871567365198076593e-01
6.745771523574721762e-01 1.382661111227205253e-01 1.871567365198076038e-01
6.745771523574723982e-01 1.091487129634609865e-01 2.162741346790672536e-01
6.066268212366523471e-01 1.091487129634609865e-01 2.842244657998865831e-01
5.556456004063928811e-01 1.601299337937206746e-01 2.842244657998866941e-01
5.556456004063927701e-01 1.257936705579263126e-01 3.185607290356809451e-01
4.820043804255187969e-01 1.257936705579263958e-01 3.922019490165551403e-01
4.311897336950257231e-01 1.766083172884193864e-01 3.922019490165551403e-01
4.311897336950258897e-01 1.395381459318539574e-01 4.292721203731204027e-01
3.586750092289992531e-01 1.395381459318539297e-01 5.017868448391465952e-01
3.121348495410928292e-01 1.860783056197607144e-01 5.017868448391467062e-01
3.121348495410926627e-01 1.491142056824089068e-01 5.387509447764984305e-01
2.474750836830187650e-01 1.491142056824089623e-01 6.034107106345723004e-01
2.088372335949423841e-01 1.877520557704854542e-01 6.034107106345723004e-01
2.088372335949423841e-01 1.538295405575549613e-01 6.373332258475027379e-01
1.580647990710456474e-01 1.538295405575550168e-01 6.881056603713994191e-01
1.301586252540274102e-01 1.817357143745731984e-01 6.881056603713994191e-01
1.301586252540274102e-01 1.536086378028220234e-01 7.162327369431503721e-01
9.806445869964224016e-02 1.536086378028219401e-01 7.483269034975358336e-01
8.268203284381382689e-02 1.689910636586504644e-01 7.483269034975361667e-01
8.268203284381379914e-02 1.489629033042922934e-01 7.683550638518943376e-01
7.238156994962360868e-02 1.489629033042922379e-01 7.786555267460841812e-01
7.013852277908651234e-02 1.512059504748293204e-01 7.786555267460841812e-01
7.013852277908651234e-02 1.408956788665043647e-01 7.889657983544093867e-01
8.278836440326052537e-02 1.408956788665043647e-01 7.763159567302351238e-01
9.309503783373927754e-02 1.305890054360256958e-01 7.763159567302351238e-01
9.309503783373927754e-02 1.307550649815887034e-01 7.761498971846719774e-01
1.277861939537568992e-01 1.307550649815887311e-01 7.414587410646547028e-01
1.489293470382865581e-01 1.096119118970589612e-01 7.414587410646541477e-01
1.489293470382865858e-01 1.200528727611530760e-01 7.310177802005608516e-01
2.027669378814576373e-01 1.200528727611530760e-01 6.771801893573895503e-01
2.320920968943978591e-01 9.072771374821277102e-02 6.771801893573895503e-01
2.320920968943979146e-01 1.102713382112460450e-01 6.576365648943559572e-01
3.004545070701662435e-01 1.102713382112460450e-01 5.892741547185877948e-01
3.346300057314764986e-01 7.609583954993552612e-02 5.892741547185880169e-01
3.346300057314764986e-01 1.026801158173986511e-01 5.626898784511248364e-01
4.115842210993685413e-01 1.026801158173986511e-01 4.857356630832331823e-01
4.469208689126790701e-01 6.734346800408805289e-02 4.857356630832330158e-01
4.469208689126789591e-01 9.818446593781193776e-02 4.548946651495092142e-01
5.257565560661647819e-01 9.818446593781193776e-02 3.760589779960233914e-01
5.585523211878661298e-01 6.538870081611049268e-02 3.760589779960233914e-01
5.585523211878661298e-01 9.722166641003747445e-02 3.442260124020964929e-01
6.323864251951947235e-01 9.722166641003747445e-02 2.703919083947680657e-01
6.592638938397779036e-01 7.034419776545450254e-02 2.703919083947680657e-01
6.592638938397773485e-01 9.971695903477471867e-02 2.410191471254477524e-01
7.216611135463436577e-01 9.971695903477471867e-02 1.786219274188814987e-01
7.398668818403270064e-01 8.151119074079168914e-02 1.786219274188814987e-01
7.398668818403270064e-01 1.051034247290859314e-01 1.550296934305873675e-01
7.854199190780154494e-01 1.051034247290859314e-01 1.094766561928987719e-01
7.930592938166532990e-01 9.746404999044788742e-02 1.094766561928987719e-01
7.930592938166537431e-01 1.124028296024569551e-01 9.453787658088974588e-02
8.178763983762338263e-01 1.124028296024569551e-01 6.972077202130949614e-02
8.140633789390037123e-01 1.162158490396866389e-01 6.972077202130949614e-02
8.140633789390037123e-01 1.203575031811432855e-01 6.557911787985284957e-02
8.161190973518616110e-01 1.203575031811432439e-01 6.352339946699499251e-02
8.010299181129600932e-01 1.354466824200452890e-01 6.352339946699504802e-02
8.010299181129598711e-01 1.275974619826983347e-01 7.137261990434207171e-02
7.803473402126668290e-01 1.275974619826982792e-01 9.205519780463504442e-02
7.551750607290477202e-01 1.527697414663172493e-01 9.205519780463500279e-02
7.551750607290480533e-01 1.328229157113622882e-01 1.120020235595899638e-01
7.138231187711299164e-01 1.328229157113622605e-01 1.533539655175079341e-01
6.806399797250277661e-01 1.660060547574643830e-01 1.533539655175078786e-01
6.806399797250277661e-01 1.349804375065473683e-01 1.843795827684248934e-01
6.225461042334397010e-01 1.349804375065473683e-01 2.424734582600133193e-01
5.840887583797528260e-01 1.734377833602339936e-01 2.424734582600132082e-01
5.840887583797528260e-01 1.334116532116628728e-01 2.824995884085843012e-01
